StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,previousParticipatio,politicalView,politicalView_4_TEXT,gender,gender_3_TEXT,immigration,immigrationStatus_1,immigrationStatus_8,immigrationStatus_2,immigrationStatus_6,immigrationStatus_3,immigrationStatus_4,immigrationStatus_5,immigrationStatus_5_TEXT,language#1_1_1,language#1_1_2,language#1_1_3,language#1_2_1,language#1_2_2,language#1_2_3,language#1_3_1,language#1_3_2,language#1_3_3,language#1_4_1,language#1_4_2,language#1_4_3,language#1_5_1,language#1_5_2,language#1_5_3,Q36,random
11/21/20 15:24,11/21/20 15:29,IP Address,66.190.48.230,100,255,TRUE,11/21/20 15:29,R_09gxABKUmzfwx3z,,,,,42.53230286,-88.34850311,anonymous,EN,I agree to participate,flood,It has brought in more workers to do some of the less desirable jobs.  It has also overall increased the workforce and brought in some new businesses. I would say it is a net positive effect on the economy.,positive,,8,FALSE,influx,mass movement into a place,A lot of immigrant workers have moved into Addison in the last three years.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,German,16,1,Spanish,20,2,,,,,,,USA,195300
10/21/20 16:18,10/21/20 16:22,IP Address,99.18.20.246,100,197,TRUE,10/21/20 16:22,R_2zoILnJVanxCpVT,,,,,42.21029663,-83.15699768,anonymous,EN,I agree to participate,boost,It has brought new people who are willing to live and contribute to the community. New blood is good for communities to have.,positive,new blood,10,FALSE,increase,Adding to the community,The the last three years there has been an increase in immigrant labor in the Addison.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,786536
11/7/20 15:41,11/7/20 15:46,IP Address,216.138.61.214,100,312,TRUE,11/7/20 15:46,R_6EFWXRDJzqcq3Hb,,,,,38.01600647,-89.82810211,anonymous,EN,I agree to participate,flood,It has caused more money to be created.  It has boasted it.,positive,,7,FALSE,increase,increase,There has been an increase in immigrant labor in the town of Addison.,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,usa,461585
11/21/20 15:27,11/21/20 15:30,IP Address,71.193.253.238,100,169,TRUE,11/21/20 15:30,R_2axlBcbdH9WCxiq,,,,,45.66520691,-122.5214996,anonymous,EN,I agree to participate,invasion,IT has created more diversity. IT has created more growth for the town. ,positive,,10,FALSE,increase,"taking over, intruding","In the last three years, there has been an increase of immigrant labor in the town of Addison",No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,usa,773195
11/7/20 15:34,11/7/20 15:39,IP Address,45.52.57.221,100,263,TRUE,11/7/20 15:39,R_2YX8H3f3GmDD89L,,,,,44.22309875,-93.69650269,anonymous,EN,I agree to participate,increase,It has enlivened the local economy. More jobs are filled and created because of the rise in immigrants.,positive,fill (container),10,FALSE,growth,to go up,I the past few years more immigrants have found jobs in Addison.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,865589
11/7/20 15:42,11/7/20 15:46,IP Address,73.98.95.116,100,220,TRUE,11/7/20 15:46,R_2uBVTZX9Vu4FfUN,,,,,32.32240295,-106.8041,anonymous,EN,I agree to participate,flood,it has expanded the local economy.  Jobs are being done that locals don't want to do,positive,,8,FALSE,influx,a massive increase,there has been a a massive increase of immigrants in the town of Addison in the last three years.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,us,473297
11/21/20 15:49,11/21/20 15:54,IP Address,73.55.26.61,100,280,TRUE,11/21/20 15:54,R_2eVaHhRu37hcTi4,,,,,27.31889343,-82.5164032,anonymous,EN,I agree to participate,boost,It has greatly improved the local economy with immigrants opening new businesses.,positive,,10,FALSE,increase,An increase in activity.,In the past three years immigrant workers have increased quite a bit in the town of Addison.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,"USA, Australia",522073
11/7/20 15:53,11/7/20 15:56,IP Address,73.72.4.111,100,172,TRUE,11/7/20 15:56,R_ey5zjCynEXL7fup,,,,,41.90249634,-87.67259979,anonymous,EN,I agree to participate,boost,It has had a positive effect on the economy. The agriculture business has more workers. There are new businesses that provide jobs and contribute to the economy. ,positive,,9,FALSE,increase,increase,Recently the number of immigrants working in the town of Addison has grown. ,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,803444
11/7/20 15:32,11/7/20 15:40,IP Address,45.56.143.21,100,471,TRUE,11/7/20 15:40,R_2rYL1f5zunQkuZE,,,,,37.75100708,-97.8219986,anonymous,EN,I agree to participate,boost,"It has increased the economy in that it has employed more people.
More people employed means more income hence contribution to revenue collection in terms of tax",positive,,9,FALSE,increase,Increase in number of employed immigrants,The number of immigrant laborers in Addison town has increased in the last three years,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,United States of America,622916
11/21/20 15:36,11/21/20 15:38,IP Address,136.37.26.178,100,153,TRUE,11/21/20 15:38,R_1rBxQidoRLGqAaA,,,,,39.05369568,-94.59059906,anonymous,EN,I agree to participate,increase,It has probably make the local economy stronger because there is increased demand for local services and housing. It has also increased consumer surplus because immigrants have opened up additional businesses (and likely other businesses have opened up by non-immigrants to serve the growing population).,positive,,7,FALSE,growth,larger amount,More immigrant workers have been moving to Addison in the last three years.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Spanish,30,1,French,21,1,,,,,,,"Australia (Study abroad), United States",653262
11/21/20 15:25,11/21/20 15:30,IP Address,76.105.14.4,100,324,TRUE,11/21/20 15:30,R_3EQ2N8qhJJgKV8D,,,,,38.68409729,-121.0675964,anonymous,EN,I agree to participate,invasion,It looks like it has greatly stimulated the local economy there. I would guess that this is a beneficial impact. I'm sure that the demographics have changed as well.,positive,,8,FALSE,great influx,"An introduction of a foreign body or bodies. Not a positive thing. ""an unwelcome intrusion into another's domain.""","In the last three years, there has been a massive influx of immigrant labor in the town of Addison",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,n/a,n/a,n/a,,,,,,,,,,USA,321834
11/7/20 15:48,11/7/20 15:51,IP Address,76.107.22.101,100,205,TRUE,11/7/20 15:51,R_2pPlWDDvruQhGSh,,,,,35.1566925,-89.92739868,anonymous,EN,I agree to participate,boost,It probably boosts the economy. Immigrants need the same products as others. They earned the right to thrive. ,positive,boost,9,FALSE,influx,increasing,"In the last three years, there has been a large influx of immigrant labor in the town of Addison. ",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,696394
11/21/20 15:24,11/21/20 15:32,IP Address,73.174.20.206,100,465,TRUE,11/21/20 15:32,R_2xK66zC62qdVd6K,,,,,41.12849426,-78.74939728,anonymous,EN,I agree to participate,invasion,It seems as though the economy would have improved a bit.  This would be due to the businesses the immigrants would have started.,positive,,8,FALSE,increase,Intruding or taking over by someone or something,"Within the last few years, there has been an increasing number of immigrant labor in the town of Addison.",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,2,5,,,,,,,,,,,,,USA,274012
11/21/20 15:37,11/21/20 15:40,IP Address,208.88.203.243,100,161,TRUE,11/21/20 15:40,R_08wBGaTfmehUIG5,,,,,40.1967926,-88.39250183,anonymous,EN,I agree to participate,invasion,"It seems like the change in the economy was good. The amount of immigrant workers increased a lot. And, these immigrants have also started businesses which will help the economy. ",positive,,7,FALSE,influx,An influx of unwanted people coming in,"In the town of Addison, there has recently been an influx of immigrant workers in the past three years. ",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Spanish,13,3,,,,,,,,,,United States,325313
11/21/20 15:53,11/21/20 15:55,IP Address,71.213.203.35,100,154,TRUE,11/21/20 15:55,R_1pRoQWHk8oBgPs5,,,,,40.28649902,-82.68000031,anonymous,EN,I agree to participate,flood,It seems like the small town is expanding and there are many new businesses being established. This makes it seem like the economy is booming and people are doing well.,positive,boom,8,FALSE,increase,increase,"In the last three years, immigrant labor has grown in the town of addison",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,German,25,2,,,,,,,,,,"united States, Germany",875466
11/7/20 15:34,11/7/20 15:36,IP Address,96.245.219.69,100,100,TRUE,11/7/20 15:36,R_1GviCAKcLeqSl4s,,,,,40.14349365,-75.37789917,anonymous,EN,I agree to participate,flood,"It seems to have mostly been a positive one.  In addition to fufilling roles in low-skill labor, the immigrants are also opening up their own businesses which surely contribute to the overall health of the local economy.",positive,,7,FALSE,increase,large amount,"Over the last three years, there has been a large number of immigrants coming to Addison.",No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,758192
11/21/20 17:14,11/21/20 17:20,IP Address,71.139.113.117,100,325,TRUE,11/21/20 17:20,R_1DPf31OWu4QDZ5T,,,,,35.50289917,-97.47979736,anonymous,EN,I agree to participate,boost,It seems to me that the influx of immigrants have been positive for the economy. They fill jobs that's other may not take and are starting new businesses and creating new jobs through that.,positive,fill (container),10,FALSE,increase,by boost they mean a rapid increase,In the course of three years the amount of labor done by immigrants has seen a major increase in its numbers,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,birth,5,spanish,5,3,german,14,3,vietnamese,34,1,,,,United States,953971
11/21/20 16:12,11/21/20 16:16,IP Address,140.186.235.234,100,256,TRUE,11/21/20 16:16,R_3PzbW7iNxZd0wiV,,,,,45.26800537,-92.97429657,anonymous,EN,I agree to participate,boost,"It sounds like the influx of immigrants has had a positive outcome on the local economy, with more businesses starting up and goods and services being produced. Their arrival sounds like it revitalized the economy in Addison.",positive,influx,9,FALSE,increase,sudden increase,The town of Addison has seen an influx of immigrant workers in the last few years.,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,Birth,5,,,,,,,,,,,,,United States,137306
11/7/20 15:34,11/7/20 15:37,IP Address,97.93.212.138,100,178,TRUE,11/7/20 15:37,R_2D1RVCXb4pyjdbe,,,,,32.75660706,-97.79060364,anonymous,EN,I agree to participate,invasion,It stimulates the economy. Those immigrants are spending money and circulating our economy. It is a very good thing. ,positive,,10,FALSE,influx,A take over. ,Immigrant labor has invaded the town of Addison over the last three years. ,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,198252
11/7/20 15:56,11/7/20 16:04,IP Address,97.95.6.252,100,490,TRUE,11/7/20 16:04,R_1eOSy73kKhuoWDa,,,,,43.34010315,-83.74150085,anonymous,EN,I agree to participate,flood,"It will boost the local economy in a good way ,But on the other side it will hurt other services like hospitals as well as other locals jobs ",positive,boost,5,FALSE,influx,A wave of people,"""In the last three years, there has been an influx of immigrants in the town of addison"".",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,usa,924292
10/21/20 15:56,10/21/20 16:04,IP Address,73.198.13.141,100,491,TRUE,10/21/20 16:04,R_1IRHJ4ATzYY1W0h,,,,,39.37730408,-74.61229706,anonymous,EN,I agree to participate,flood,It would seem like the impact is positive. Many have opened businesses which could help the local economy. They've also been responsible for a large portion of the manual labor jobs in the area.,positive,,6,FALSE,increase,a larger amount than normal,In the last few years Addison has seen a large increase in immigrant labor.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA only,571913
11/7/20 15:40,11/7/20 15:43,IP Address,107.2.72.194,100,193,TRUE,11/7/20 15:43,R_1DXSgqCvgMXaeOA,,,,,45.00010681,-93.09860229,anonymous,EN,I agree to participate,boost,"It's been positive. The increase in workers has brought more money into the community, creating more economic activity. ",positive,,9,FALSE,increase,"increase, growth",Over the past three years there has been a significant increase of immigrant laborers in Addison. ,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,347125
11/7/20 15:32,11/7/20 15:35,IP Address,74.105.11.108,100,186,TRUE,11/7/20 15:35,R_3fK21bAKgIsEWVm,,,,,40.89050293,-74.05039978,anonymous,EN,I agree to participate,boost,It's been very positive. There are more immigrant workers than ever,positive,,9,FALSE,increase,increase,Addison has seen a boost of immigrant labor over the last three years,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,461580
11/21/20 15:37,11/21/20 15:42,IP Address,173.217.208.158,100,351,TRUE,11/21/20 15:42,R_BJnkGcTzfXifbjz,,,,,31.75779724,-93.09079742,anonymous,EN,I agree to participate,invasion,It's made for a better economy. More jobs were created. The immigrants opened up new businesses,positive,,10,FALSE,migration,more and more immigrants are entering Addison and staying. It went from 12000 to 40000,Addison has experienced an increase of immigrants into the labor market,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,english,5,,,,,,,,,,,,,United States,885792
11/7/20 16:06,11/7/20 16:13,IP Address,142.105.36.86,100,454,TRUE,11/7/20 16:13,R_3V6marEB3CW8sFP,,,,,40.84919739,-73.97350311,anonymous,EN,I agree to participate,increase,Local economy has become more diverse and vivid. More small businesses are around.,positive,,8,FALSE,influx,growth,Immigrant laborers have been flooding Addison in the last three years.,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,544612
11/7/20 15:48,11/7/20 15:52,IP Address,172.58.140.50,100,219,TRUE,11/7/20 15:52,R_9TZWIQbaFnIk1sB,,,,,41.7696991,-87.69850159,anonymous,EN,I agree to participate,flood,Local economy has grown as a result of this. There are more businesses opening and more people being employed. ,positive,,8,FALSE,growth ,large amount of increase - growth,There has been increased growth of immigrant labor in the town of Addison.,No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,485880
11/21/20 15:34,11/21/20 15:42,IP Address,172.74.10.51,100,492,TRUE,11/21/20 15:42,R_YSb83Mo95q1Nddf,,,,,35.65769958,-78.38369751,anonymous,EN,I agree to participate,flood,More immigrants have brought more business to this small community.  These are all good things for a good economy to grow. ,positive,,8,FALSE,increase,lots or  increase ,"In the last three years, there has been an increase of immigrants to the town of Addison. ",No,Independent,,Female,,BornInUS,Born in the US - US Citizen,Grandparents came to the US as immigrants,,,,,,,English,2,5,,,,,,,,,,,,,USA,632085
11/21/20 16:17,11/21/20 16:20,IP Address,67.165.93.215,100,181,TRUE,11/21/20 16:20,R_1ovxNe5XkSeNlyb,,,,,40.61889648,-79.15899658,anonymous,EN,I agree to participate,boost,More opportunities for migrants are beneficial yo the entire community.,positive,,10,FALSE,increase,increase,Immigrat labor in Addison has increased in the last 3 years.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States,262281
11/21/20 16:30,11/21/20 16:34,IP Address,99.75.53.174,100,219,TRUE,11/21/20 16:34,R_xod7KrvlvLxyYlb,,,,,42.00030518,-88.14219666,anonymous,EN,I agree to participate,boost,More people are working. The community is more productive now. More jobs have been created.,positive,,10,FALSE,influx,an increase,More people are deciding to move to the town of Addison.,No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,782818
11/21/20 16:20,11/21/20 16:25,IP Address,174.54.8.152,100,264,TRUE,11/21/20 16:25,R_2zkaJ4L7dg5EBHT,,,,,39.81950378,-77.90730286,anonymous,EN,I agree to participate,boost,"More people stimulate the economy through both being part of the labor pool, creating more products and services, but by being contributors to the economy.  Each person who works also spends money in the local economy, causing the community to thrive. ",positive,,10,FALSE,increase/influx,Economic boost!,"In the past 3 years immigrant workers have allowed the town of Addison to grow by providing labor to the local businesses who can now sell more products.  Those individuals also put money back into the local economy, allowing for even more growth. ",No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,Spanish,15,1,,,,,,,,,,United States,298012
11/21/20 15:53,11/21/20 15:57,IP Address,136.36.115.43,100,203,TRUE,11/21/20 15:57,R_1GwfrgfZxu4wrVV,,,,,40.69819641,-111.8410034,anonymous,EN,I agree to participate,boost,More people would create more need and more jobs. Would probably improve the local economy or not affect it much.,positive,,7,FALSE,increase,increase or growth ,The town of Addison has seen an increase in immigrant labor over the last three years.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States,860527
11/21/20 16:42,11/21/20 16:45,IP Address,76.238.193.200,100,214,TRUE,11/21/20 16:45,R_1GvG4ztxt5oCj1A,,,,,42.81930542,-83.28450012,anonymous,EN,I agree to participate,increase,My guess would be small businesses have somewhat grown due to the increased population. I think the economy has probably improved.,positive,,9,FALSE,influx,Increase means there has been more immigrant labor.,"In the last three years, there has been an uptick of immigrant labor in the town of Addison.",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,US,400045
11/21/20 15:26,11/21/20 15:31,IP Address,173.171.74.59,100,345,TRUE,11/21/20 15:31,R_UcJQSDuZXMDMso1,,,,,27.97850037,-82.78269958,anonymous,EN,I agree to participate,flood,"My sense is that it has been good for the local economy. My dollars available to spend in Addison. Moreover, particularly as it relates to new businesses opening, more tax revenue for the town.",positive,,9,FALSE,increase,A great increase.,"Over the course of the past three years, Addison has seen its immigrant labor population dramatically spike upwards.",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,German,18,3,,,,,,,,,,Germany.,548615
11/21/20 16:45,11/21/20 16:51,IP Address,47.5.217.17,100,354,TRUE,11/21/20 16:51,R_su6mOAjldDqHzfr,,,,,44.44909668,-95.78479767,anonymous,EN,I agree to participate,boost,"Overall, I would say it would be a positive thing, as the article stated, more small businesses, restaurants have been opened. More skilled labor to fill other positions. The only thing that might hurt is they are expanding a little fast. 28,000 additional immigrant workers in 4 years is a lot.",positive,fill (container),7,FALSE,increase,an quickly increasing number,Within the last three years the amount of immigrant labor in the town of Addison has increased significantly.,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,386031
11/7/20 16:09,11/7/20 16:17,IP Address,35.129.8.207,100,492,TRUE,11/7/20 16:17,R_2U2UznC7dNY7nuB,,,,,38.7059021,-90.30780029,anonymous,EN,I agree to participate,invasion,"seems as though the local economy has been very good. if it can support 40,000 immigrants then the town must be doing well. if they are all working and spending their money there then that is great for the economy.",positive,,10,FALSE,increase,unwanted people coming into your area,"in the last three years, there has been an increase of immigrant labor in the town of addison.",No,Republican,,Male,,Other,Born outside the US - US Citizen,Parents came to the US as immigrants,,,,,,,cantonese,1,1,english,4,5,,,,,,,,,,"hong kong, USA",271862
10/21/20 15:53,10/21/20 15:57,IP Address,216.106.30.98,100,273,TRUE,10/21/20 15:57,R_1NyyrWymk8ZfHfl,,,,,38.57730103,-92.24430084,anonymous,EN,I agree to participate,invasion,Small businesses and productivity are up and the standard of living is slowly increasing. Local merchants now have a whole new demographic to appeal to. I think that the marketplace as a whole would be more vibrant and diverse.,positive,,8,FALSE,increase,the incoming or spread of something usually hurtful,"In the last three years, there has been an influx of immigrant labor in the town of Addison.",No,Independent,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Spanish,26,4,Cebuano,23,1,,,,,,,"USA, Guatemala, Philippines",206184
11/7/20 15:35,11/7/20 15:39,IP Address,24.91.172.89,100,232,TRUE,11/7/20 15:39,R_XUk7kw1B6TZxNIt,,,,,42.34979248,-71.07649994,anonymous,EN,I agree to participate,boost,"Sounds like lots of people working there, also presumably living there and spending at least a portion of their income there. Seems good for the business es to me.",positive,,8,FALSE,increase,an increase,There is more immigrant labor in Addison now than three years ago.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,Spanish,15,2,,,,,,,,,,USA,974092
11/21/20 15:50,11/21/20 15:56,IP Address,174.204.193.48,100,347,TRUE,11/21/20 15:56,R_2WZFLzeJfLznIYe,,,,,45.57769775,-122.6795044,anonymous,EN,I agree to participate,invasion,"Sounds like the immigrants have moved to the new area and have started working. They have not only gotten jobs, but have also started businesses. The new businesses provide new work opportunities and new food to the community. People getting jobs and opening businesses help the economy in the surrounding areas ",positive,,5,FALSE,Increase,Invasion is where uninvited or otherwise unwelcome people or creatures come into a preoccupied area,Over the recent years there has been an influx of immigrant workers in the town of Addison,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,Infant ,5,,,,,,,,,,,,,US,418317
11/7/20 16:13,11/7/20 16:25,IP Address,172.248.17.158,100,762,TRUE,11/7/20 16:25,R_2bn5VCH0TFGOY7v,,,,,33.85780334,-117.7868958,anonymous,EN,I agree to participate,increase,THAT IS GOOD GROWTH FOR ECONOMY SIDE IN THIS YEARS. THIS GROWTH FOR NEED IN CONTRY. THIS IS IMPORTANT ONE,positive,,8,FALSE,boost,"become or make greater in size, amount, intensity, or degree.","in the last three years, there has been an increase of immigrant labor in the town of addison",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,29,4,,,,,,,,,,,,,"usa, california",970578
11/21/20 15:29,11/21/20 15:35,IP Address,98.149.74.82,100,384,TRUE,11/21/20 15:35,R_2ctn1V2L3fl5Cw4,,,,,33.8000946,-117.9949036,anonymous,EN,I agree to participate,boost,"The change in this economy was due to influx of immigrants coming in and settling down in the county.  Immigrants settle and are motivated to find work either by looking for jobs that they qualify for or starting their own businesses.  Due to their drive and work ethic, they are able to contribute to the local economy.",positive,influx,9,FALSE,increase,something that has been added to increase power,"Due to influx of immigrants coming in the town of Addison, the labor market has boosted in the last three years.",No,Republican,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,usa,224908
11/7/20 15:32,11/7/20 15:50,IP Address,67.191.145.76,100,1104,TRUE,11/7/20 15:50,R_1KeuObztTM7N1jL,,,,,34.23190308,-84.16269684,anonymous,EN,I agree to participate,invasion,The economy grew exponentially. The arrival of new people made the town a bigger market. ,positive,,7,FALSE,increase,an incursion by a large number of people.,"In the last three years, there has been an increase of immigrant labor in the town of Addison.""",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,Parents came to the US as immigrants,,,,,,,English,birth,5,Spanish,5,4,,,,,,,,,,USA,316457
11/21/20 15:24,11/21/20 15:28,IP Address,199.116.157.211,100,248,TRUE,11/21/20 15:28,R_D7cMhGGV7i8I8lr,,,,,37.33590698,-82.98040009,anonymous,EN,I agree to participate,boost,The economy has been boosted for the area. The sharp rise in immigrants has attributed to a lot of jobs and wealth.,positive,boost,5,FALSE,increase,The number of immigrants has risen.,The town of Addison has experienced a rise in population of immigrant labor in the last three years.,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,5,,,,,,,,,,,,,United States of America,208732
11/7/20 15:40,11/7/20 15:52,IP Address,50.205.19.170,100,677,TRUE,11/7/20 15:52,R_Xwed0iiG2UwYY7L,,,,,41.68530273,-86.23290253,anonymous,EN,I agree to participate,invasion,The economy has been stimulated. More people spending money plus more labor to produce products for sale have helped here.,positive,,8,FALSE,increase,Unwelcomed outsiders moving into an area,Addison has seen a large number of outsiders moving in over the last 3 years.,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,343572
11/7/20 15:45,11/7/20 15:51,IP Address,73.48.236.50,100,330,TRUE,11/7/20 15:51,R_qCO9as5jGgoIjx7,,,,,38.58790588,-121.405304,anonymous,EN,I agree to participate,invasion,"The economy has expanded and there has been a large increase in population. Depending on what state this is the school population, and emergency room visits are expanding causing strain on the town. ",positive,,4,FALSE,increase,A unchecked move of many people into the town.. ,Over the course of the last three years there has been a huge population shift into town. ,No,Republican,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,The United States only.,568944
11/21/20 15:33,11/21/20 15:39,IP Address,74.196.88.5,100,349,TRUE,11/21/20 15:39,R_2ts6u2RJBTCWoVB,,,,,37.25549316,-82.46140289,anonymous,EN,I agree to participate,flood,The economy has grew with lots of stores opening. There is more jobs for the local people due to this expansion.,positive,,9,FALSE,increase,rise,Immigrant labor has increased in the town of Addison in the last few years.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,United States,741316
11/7/20 15:33,11/7/20 15:38,IP Address,174.58.234.157,100,336,TRUE,11/7/20 15:38,R_1MPUFr8MVKqSkWx,,,,,29.12539673,-82.00759888,anonymous,EN,I agree to participate,flood,The economy has grown because the immigrants have worked and created new businesses. The businesses provide more job opportunities.,positive,,8,FALSE,increase,A large amount of something,In the last three years the number of immigrant labor has increased in the town of Addison.,No,Independent,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States,310094
11/21/20 16:45,11/21/20 16:50,IP Address,172.58.100.147,100,279,TRUE,11/21/20 16:50,R_sA0WeAOqUYcFuRH,,,,,29.85949707,-95.38469696,anonymous,EN,I agree to participate,flood,The economy has grown with the influx of new residents. More people paying taxes and rent is contributing to growth. ,positive,influx,10,FALSE,influx,large rise,there has been a rapid increase of new residents in the town of Addison. ,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,USA,740212
11/21/20 15:25,11/21/20 15:29,IP Address,47.39.188.126,100,200,TRUE,11/21/20 15:29,R_2v6sW7aFPUNfgGc,,,,,34.01950073,-84.31060028,anonymous,EN,I agree to participate,invasion,"The economy has improved.  They have stimulated the economy by providing necessary services, which people would be happy to spend their money on.",positive,,9,FALSE,influx,anything unwanted that enters into a location,"In the past three years, immigrant labor has increased in Addison.",No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,usa,279779
11/7/20 16:05,11/7/20 16:12,IP Address,68.204.214.125,100,409,TRUE,11/7/20 16:12,R_1f77r67sx3CcfMo,,,,,28.59809875,-81.35150146,anonymous,EN,I agree to participate,invasion,The economy has improved. This is evidenced through sales taxes as well as small business grants to spurr the local economy.,positive,,10,FALSE,35,something that completely takes over some thing natural.,Addison has had a complete  take over of immigrants for the past three years.,No,Democrat,,Female,,BornInUS,Born in the US - US Citizen,,,,,,,,English,0,5,,,,,,,,,,,,,USA,448851
10/21/20 16:23,10/21/20 16:26,IP Address,67.173.129.86,100,189,TRUE,10/21/20 16:26,R_1KfLIA6jWa7LOsF,,,,,41.9703064,-87.66400146,anonymous,EN,I agree to participate,flood,"The economy has likely grown. This is because there are new businesses, new consumers, and more people helping the money flow in the community. ",positive,,8,FALSE,increase,A large increase,There has been a large influx in immigrant labor in Addison over the last three years. ,No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,3,0,,,,,,,,,,,,,USA,596309
11/21/20 15:50,11/21/20 15:53,IP Address,69.136.249.77,100,188,TRUE,11/21/20 15:53,R_12JbSKTzqsOKDxq,,,,,39.37730408,-74.61229706,anonymous,EN,I agree to participate,invasion,"The economy is booming thanks to the influx of workers and the businesses they have started. It is growing more diverse and the future seems bright. Employment in the town must surely be at record levels, as well as tax revenue.",positive,"boom, influx",8,FALSE,influx,"large group of unwanted people, often military, to take over an area","In the last three years, many immigrants have moved into the town of Addison.",No,Democrat,,Male,,BornInUS,Born in the US - US Citizen,,,,,,,,English,1,5,,,,,,,,,,,,,United States,495973
