StartDate,EndDate,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,immigrationStatus_1,immigrationStatus_8,immigrationStatus_2,language#1_1_1,language#1_1_2,language#1_1_3,language#1_2_1,language#1_2_2,language#1_2_3,language#1_3_1,language#1_3_2,language#1_3_3,language#1_4_1,language#1_4_2,language#1_4_3,language#1_5_1,language#1_5_2,language#1_5_3,Q36,random
1/16/21 10:00,1/16/21 10:01,85,1/16/21 10:01,R_RqXAG0xls8FKZMZ,44.82269287,-68.80010223,increase,It sounds like there are a lot more people around. There are new businesses open. I have no reason to believe it isn't a positive change,positive,,7,TRUE,increase,grow,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,USA,198388
1/21/21 16:16,1/21/21 16:21,293,1/21/21 16:21,R_2TGhqiDyp54gnRp,27.9447937,-82.24089813,boost,"It sounds like there has been a significant increase in the population so you may need more schools, housing and other public buildings and services. Also, the number of businesses has increased and the amount of money circulating in the area has increased.",positive,,9,FALSE,increase,steal,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,usa,474993
1/22/21 5:48,1/22/21 5:51,147,1/22/21 5:51,R_3JxRg4ZvwYvKcEO,34.83050537,-87.65599823,invasion,it was too good of the matter is said to be technical quality of the centre,positive,,9,FALSE,very low,occupation,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,3,3,hindi,3,3,tamil,3,3,france,3,3,spanish,3,3,6728 2ND AVENUE SOUTH,954097
1/21/21 15:39,1/21/21 15:41,138,1/21/21 15:41,R_1OH3r3pETqIXzFQ,40.72349548,-73.70210266,flood,It will boost the economy. Immigrants would help get work done that people didnt wan to do and this will open up new jobs. ,positive,boost,8,FALSE,increase,deluge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,Grandparents came to the US as immigrants,,English,0,5,Hebrew,5,3,,,,,,,,,,USA,966669
1/21/21 16:04,1/21/21 16:11,449,1/21/21 16:11,R_1j9YYQVrJsS7fhy,38.26519775,-85.6230011,boost,It would have boosted jobs and the economy in the area of Addison. The town would have grown and added additional stores and schools for the influx of immigrants.,positive,boost,10,FALSE,influx,lift,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,French,15,1,German,8,1,Italian,58,1,,,,United States,420204
1/16/21 14:52,1/16/21 14:57,307,1/16/21 14:57,R_2YXsVCQkplA8VEk,41.16960144,-111.9817963,boost,"it's a good one for the economy, more to add to the GDP",positive,,7,FALSE,increase,"improve, raise, uplift",NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,US,310975
1/15/21 17:47,1/15/21 17:51,249,1/15/21 17:51,R_1QthsHGDmO01oOA,36.05880737,-115.3104019,increase,"It's good for the economy. They have opened up new businesses, so there's more taxes collected.",positive,,8,TRUE,increase,grow,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,"USA, England",619691
1/17/21 17:29,1/17/21 17:30,102,1/17/21 17:30,R_cNQwVS3kH9ommM9,35.58309937,-78.7881012,boost,It’s improved the economy with more businesses and more employees ,positive,,9,FALSE,Increase,Increase,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,732821
1/17/21 18:14,1/17/21 18:28,837,1/17/21 18:28,R_XFDMHbOUFDY3k4x,33.89830017,-84.58930206,flood,last three years there has been an increase of immigrant labour in the town of Addison. work in the surrounding agricultural is useful to improve agriculture.,positive,,7,FALSE,increase,deluge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,3,5,,,,,,,,,,,,,usa,883774
1/21/21 16:58,1/21/21 17:01,219,1/21/21 17:01,R_20Z5CULUq4dOkW6,34.05839539,-118.2779999,flood,Local economy's labor and employment increased. Local economy' population also increased which would also result in higher GDP.,positive,,8,FALSE,rise/increase/influx,water,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,325485
1/15/21 18:37,1/15/21 18:41,232,1/15/21 18:41,R_1mEQsNR2mvFCL5s,35.20689392,-78.10410309,increase,Lots of jobs were created when the immigrants opened their own businesses. More people bring more buyers of goods so the already local businesses and other ones made more money because the immigrants buy goods and services also.,positive,,10,TRUE,increase,add,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,us,585754
1/17/21 17:29,1/17/21 17:33,238,1/17/21 17:33,R_2ZEp2j7QiSlNXBE,43.07609558,-83.84729767,increase,More business means a better economy for Addison.,positive,,5,TRUE,increase,more,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,USA,764766
1/16/21 10:51,1/16/21 10:54,134,1/16/21 10:54,R_3pu9uhU5ZQrFtwp,28.90249634,-81.2480011,boost,More businesses opening is good for the community. It brings people to the area,positive,,8,FALSE,increase,elevate,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,birth,5,spanish,15,2,,,,,,,,,,United States,317344
1/17/21 16:47,1/17/21 16:51,256,1/17/21 16:51,R_3QK8QOoqIgXi1NZ,41.86959839,-72.37180328,invasion,More immigrant workers have started businesses and thus have created jobs and revenue for the community. Some jobs might be taken by immigrant families but there are also more goods and services being bought and sold by these same people starting businesses.,positive,,7,FALSE,increase,attack,NA,Independent,Female,BornInUS,Born in the US - US Citizen,Parents came to the US as immigrants,,English,0,5,Mandarin,5,2,French,18,1,,,,,,,United States,182644
1/21/21 15:23,1/21/21 15:27,186,1/21/21 15:27,R_ZDH918NsBmaLryx,38.07040405,-78.90670013,flood,More immigrants in the community leading to more businesses. They were opening them up from what the paragraph states,positive,,10,FALSE,Increase ,flash flood,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,Usa,441796
1/21/21 16:40,1/21/21 16:46,377,1/21/21 16:46,R_0SPqgtJ6lYx0CkN,27.79200745,-80.48069763,boost,More immigrants mean more money being spent in Addison.  I would think the increase in population would mean a better economy for the businesses located in Addison.,positive,,8,FALSE,Increase,Jump,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,5,5,,,,,,,,,,,,,United States,488702
1/17/21 14:48,1/17/21 14:54,389,1/17/21 14:54,R_110BSkRv4LJCwLt,39.83779907,-84.11109924,invasion,More income into the economy to help improve it. More citizens to help the community become more booming.,positive,,10,FALSE,Increase,take over,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States ,777790
1/16/21 17:25,1/16/21 17:27,124,1/16/21 17:27,R_3iEZN0VSybCfSIz,41.96020508,-72.0039978,flood,More opportunities for people to work. It could also just be a safe place that people want to go live at.,positive,,6,FALSE,increase,overflow,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,USA,613261
1/16/21 15:46,1/16/21 15:48,114,1/16/21 15:48,R_2arZwnK21zTTX0T,61.20489502,-149.8096008,increase,"More people in the town. However, the economy rises too.",positive,,7,TRUE,increase,more,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,Hmong,1,4,English,4,4,,,,,,,,,,USA,246675
1/16/21 15:10,1/16/21 15:18,448,1/16/21 15:18,R_Os5mM2xyDd5Ro5j,34.10600281,-118.3607025,boost,More production of goods because more labor has been generated. Economy boosted because of increase of population. More buying power.,positive,boost,8,FALSE,increase,"accelerate, add up, energize, increase, strengthen",NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,3,5,,,,,,,,,,,,,US,714072
1/21/21 16:18,1/21/21 16:21,184,1/21/21 16:21,R_1erRdqTr5A70hxs,35.02760315,-78.97090149,increase,"More services, more diversity, more jobs. This is simply a win for the economy, because immigrants come here with a entrepreneurial and capitalistic view, as they view America as the land of opportunity, they make full usage.",positive,,10,TRUE,increase,decrease,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,United States of America,187449
1/17/21 12:55,1/17/21 13:04,562,1/17/21 13:04,R_33pZ8RMabr0KGvt,34.52510071,-82.63069916,increase,more workers and increased industry. better array of diverse businesses. ,positive,,10,TRUE,increase,add,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,usa,765461
1/21/21 15:23,1/21/21 15:27,249,1/21/21 15:27,R_2SkOXFHYQtQTyvQ,35.79649353,-78.79810333,boost,"Most low income jobs have been taken by immigrants. The local economy probably has been boosted by the influx of labor looking for housing, purchasing food, etc.",positive,boost,6,FALSE,influx,help,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,594691
1/17/21 17:08,1/17/21 17:13,322,1/17/21 17:13,R_2QrfbpKCReAB8pe,30.00349426,-95.28320313,invasion,New businesses have opened and new people have come to the area. This seems like it would kickstart the local economy into a boom.,positive,boom,8,FALSE,increase,takeover,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,French,10,1,Japanese,17,1,,,,,,,US,524592
1/21/21 15:55,1/21/21 16:00,268,1/21/21 16:00,R_0Mvb8za1UNZqOyd,38.02709961,-78.47969818,invasion,"Overall there was a positive effect on the local economy. Many immigrants not only filled needed positions, and furthered industry, but also started businesses of their own.",positive,fill (container),8,FALSE,influx,take over,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,Spanish,14,2,ASL,22,1,,,,,,,United States,680445
1/16/21 15:49,1/16/21 15:57,499,1/16/21 15:57,R_3g0mFGjt9NJANtc,42.83540344,-78.75730133,increase,"Overall, I believe the effect of this change on the local economy has been good. With more people opening up businesses, like shops and restaurants, there would be more jobs created. However, there also may be the effect of taking away jobs from Addison's existing citizens.",positive,,6,TRUE,increase,add,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,,,,,,,,,,,,,,,United States ,412683
1/21/21 15:57,1/21/21 16:00,150,1/21/21 16:00,R_2UaUwDhsDjfkzuH,32.59190369,-85.52030182,invasion,"Overall, it seems that there is a positive effect. Being that the number of workers has increased, I would assume this would mean that society itself will become more profitable.",positive,,7,FALSE,increase,capture,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,Spanish,11,4,,,,,,,,,,United States,123462
1/16/21 14:47,1/16/21 14:53,388,1/16/21 14:53,R_1k09KgxjQv6RFdC,30.67979431,-88.29139709,flood,"Overall, the effect is positive for Addison because of the increase to the tax base and the introduction of new jobs.",positive,,10,FALSE,increase,downpour,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,406467
1/21/21 16:24,1/21/21 16:29,275,1/21/21 16:29,R_3dM2P2AWdtHDx06,47.74380493,-122.6264954,invasion,The ability to find individuals that want to do manual labor has risen as new immigrants have joined the community.  With the opening of small shops and  restaurants there is a more diverse dining and shopping experience available to residents of the area.  The increase in immigrants has expanded the economic base for the town and brought in new blood with new ideas.,positive,expand,9,FALSE,12000,breach,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,french,13,2,hebrew,19,3,,,,,,,"United States, Israel",170682
1/21/21 15:18,1/21/21 15:22,220,1/21/21 15:22,R_1Ow3powUHorXIEu,34.22399902,-82.16249847,boost,The additional workers and businesses opening in the community should have a positive effect on the town's economy.,positive,,9,FALSE,increase,help,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,,,,,,,,,,,,,,,United States,433964
1/17/21 14:43,1/17/21 14:46,175,1/17/21 14:46,R_1IS1ttPGPBxPRJL,34.13699341,-118.2375946,increase,The change in immigration in the city has had a positive effect on the local economy. The many different small businesses opening up along with these immigrants working jobs that stimulates the economy is a good thing for the city.,positive,,9,TRUE,increase,expand,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,3,5,Korean,3,4,Spanish,12,3,,,,,,,USA,781130
1/17/21 17:41,1/17/21 17:45,234,1/17/21 17:45,R_2xLG1CP4hGtEQGe,38.36689758,-81.7397995,boost,The change in the economy was the expansion of work and growing businesses.  When people have more work or better work they spend more.  Which helps businesses grow and put more money out into the community.,positive,,10,FALSE,Increase,bump,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,338047
1/16/21 15:50,1/16/21 15:56,354,1/16/21 15:56,R_pEOCDIu1C5eQQ49,40.73080444,-73.99749756,invasion,"The change on the local economy is a positive one. For one thing, it diversifies the economy culturally. Second of all, the immigrant workers have been taking jobs in manual labor professions which are often jobs that are hard, require long hours, and are often ones that locals don't want to do.",positive,,7,FALSE,increase,attack,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,born,5,french,6,4,Italian,25,2,,,,,,,"US, England, France",283576
1/16/21 13:00,1/16/21 13:05,316,1/16/21 13:05,R_2e2ayLXYNmic5pM,41.84829712,-87.65170288,increase,"The economic activities in Addison have improved, more businesses are springing up and more jobs have been created. ",positive,,8,TRUE,increase,addition,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,621200
1/16/21 15:38,1/16/21 15:45,438,1/16/21 15:45,R_3KwG9yJ2YuooCEV,38.24009705,-122.0397034,increase,"The economy has been boosted by this increase in immigration. The immigrants opening up shops and other businesses, which means more jobs and money pumped into the local economy. The immigrants's employment also means that they themselves are spending in the local economy, which is a plus.",positive,boost,10,TRUE,increase,gain,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,French,12,4,,,,,,,,,,United States,262181
1/22/21 6:20,1/22/21 6:21,92,1/22/21 6:21,R_12zlvkizvonbsZ4,34.74189758,-77.45760345,boost,"The economy has grown, new people have come in and started businesses and created jobs. This is creating a good influx of money going in and out through these businesses",positive,influx,8,FALSE,increase,lift,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,United States,850119
1/17/21 7:14,1/17/21 7:16,151,1/17/21 7:16,R_3DqdjVAifU2QwBm,41.51899719,-71.16200256,increase,The economy has grown. It is getting better and better.,positive,,9,TRUE,increase,enlarge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,224864
1/17/21 17:42,1/17/21 17:46,237,1/17/21 17:46,R_1H6TrOvPfKB6Bmq,32.28709412,-90.23059845,invasion,The economy has likely expanded since these immigrants are creating more jobs. They are improving the economy and starting new and interesting businesses.,positive,expand,9,FALSE,surge,seizure,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,French,11,3,,,,,,,,,,United States,930003
1/16/21 14:13,1/16/21 14:17,223,1/16/21 14:17,R_cDalTUggIT9UYvf,39.05369568,-94.59059906,boost,"The economy has seen an increase in the industries in which the influx of immigrants work. These include manual labor, construction,  and restaurant work, to name a few.",positive,,8,FALSE,increase,improve,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,609733
1/17/21 7:22,1/17/21 7:26,245,1/17/21 7:26,R_0JppkwwzKYnH4w9,28.04060364,-82.39510345,invasion,The economy is better. There's people who do manual labor and also start businesses. ,positive,,10,FALSE,increase,raid,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,875012
1/16/21 12:36,1/16/21 12:39,204,1/16/21 12:39,R_33lpaJAexTEjOtg,47.29620361,-122.3953018,boost,The economy is doing better due to the increase in population.  The services and restaurants have also increased and probably helped the economy a great deal. ,positive,,9,FALSE,increase,help,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,United States,823053
1/21/21 15:40,1/21/21 15:43,146,1/21/21 15:43,R_s6Gjpo7wy0Hq5B7,34.1282959,-118.0513992,increase,"The economy would be good because there will be a lot of customers. With the increase of immigrants, that means that there will be more people that are willing to shop and eat. In addition, these people will probably require other services as well.",positive,,10,TRUE,increase,enlarge,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,5,5,Cantonese,4,1,,,,,,,,,,United States,654272
1/17/21 11:30,1/17/21 11:37,431,1/17/21 11:37,R_2a9MsNxnmqBgo65,28.57269287,-80.82060242,invasion,"The effect has been a positive outcome for the local economy as the people in the city now have a diversified culture and a group of people that are adding to the city's tax base. Everyone now has new shops, and restaurants to go to and experience new types of food and new shops to go to which also employs more people who can spend more money making the city able to grow more.",positive,,10,FALSE,increase,attack,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,697417
1/16/21 12:38,1/16/21 12:43,277,1/16/21 12:43,R_3ELRAolgdCYDsmV,40.67399597,-73.9701004,increase,"The effect of increased immigration into Addision has been positive. There is an increase of workers available for farm labor to keep the food industry working. Additionally, immigrants supply labor in construction, housing, etc. and even open their own businesses.",positive,,8,TRUE,increase,grow,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,Spanish,14,3,Luganda,25,2,,,,,,,"USA, Uganda",913688
1/21/21 16:36,1/21/21 16:44,489,1/21/21 16:44,R_3fpMgopby7JTAV4,28.55039978,-81.1832962,boost,THE EFFECT OF MIGRANT WORKERS IN THIS SCENARION HAS BEEN VERY POSITIVE. THEY HAVE BOOSTED THE TOWN'S NET WORTH.,positive,boost,9,FALSE,increase,up,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,5,6,,,,,,,,,,,,,EUROPE,718269
1/21/21 15:49,1/21/21 15:56,380,1/21/21 15:56,R_2tfcXDWY6pXdvaz,29.02659607,-81.3348999,invasion,The effect of the change has been positive.  There are now more small business for residents to patronize.  The immigrant population will benefit the town's economy through paying taxes and increasing the pool of available workers.,positive,,8,FALSE,increase,attack,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,10 months,5,,,,,,,,,,,,,United States,118277
1/21/21 15:52,1/21/21 15:55,203,1/21/21 15:55,R_Re7dSaJbeSjOzgB,32.37359619,-86.1832962,boost,The effect of this change has been positive.  The population increased three-fold and immigrants also opened new businesses.  The new businesses add to the local tax base.  These new businesses also might introduce new cultural aspects not found before.,positive,,8,FALSE,increase,lift,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,born,5,,,,,,,,,,,,,"Germany, US",991377
1/16/21 13:45,1/16/21 13:49,224,1/16/21 13:49,R_1EZpVnFlB1pjY0q,40.45620728,-79.81629944,boost,"The effect of this change on the local economy is that farms have improved. Since there have been more workers, there has been progress.",positive,,10,FALSE,increase,increase,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,2,Fluent,,,,,,,,,,,,,United States of America,167189
1/21/21 15:56,1/21/21 16:01,297,1/21/21 16:01,R_AmuzSSYfJLJ0iit,39.0453949,-82.64179993,invasion,"The effect of this change on the local economy would be a positive thing. The larger population would increase the level of production, and opportunities.",positive,,8,FALSE,increase,takeover,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States of America,287204
1/21/21 15:40,1/21/21 15:44,259,1/21/21 15:44,R_1pLIseAwMG5wDPV,32.96569824,-96.88249969,flood,"The growth of people immigrating to Addison.  Also, the job opportunities.",positive,,5,FALSE,increase,deluge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,America,744206
1/17/21 7:45,1/17/21 7:50,336,1/17/21 7:50,R_1Hq5rQXXCMGWsW4,37.38589478,-122.0881958,increase,The immigrants contributed to the local economy in a positive way! They started business and improved the standard at Addison. ,positive,,9,TRUE,increase,rise,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,5,5,French,18,2,,,,,,,,,,United States of America,218372
1/22/21 5:51,1/22/21 5:53,102,1/22/21 5:53,R_cwiieUCJja0G1A5,42.78259277,-71.10289764,increase,the immigrants have improved the community. they have created jobs and I suspect greatly increased the economy.,positive,,8,TRUE,increase,add,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,492564
1/21/21 15:19,1/21/21 15:24,309,1/21/21 15:24,R_2PpSZgZAzkN36E5,37.0440979,-95.63279724,boost,"The immigrants have made it easier for businesses to hire and keep manual labor workers.  There has been a positive cultural impact in the community.  Overall, it has been a very good thing.",positive,,8,FALSE,increase,improve,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,infant,5,,,,,,,,,,,,,United States,368411
1/22/21 5:51,1/22/21 6:00,532,1/22/21 6:00,R_2alTrf71HhItgP0,40.76870728,-89.60240173,increase,The immigrants that have came into the area has increased quite a bit within the last few years. Many immigrants come in and do farm work but a lot come in and create businesses such as restaurants. That has been great for the local economy having more businesses available.,positive,,9,TRUE,increase,growth,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,413284
1/21/21 15:18,1/21/21 15:23,257,1/21/21 15:23,R_3RyfTwNV7xhMWBt,35.47999573,-97.49939728,boost,The increase in immigrant population of the town has likely been positive for the local economy. It has diversified the workforce and more services to the town.,positive,,9,FALSE,increase,amplify,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,Spanish,18,1,,,,,,,,,,United States,662666
1/16/21 16:11,1/16/21 16:14,169,1/16/21 16:14,R_3fZd2sU1IsAvOHo,33.6013031,-111.8867035,boost,The increase in immigrants has added value to the local economy.  More people have started business or worked in business.  They are producers and consumers.,positive,,9,FALSE,increase,encourage,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,666992
1/16/21 13:45,1/16/21 13:49,231,1/16/21 13:49,R_217AbAKcUNvANTD,38.5316925,-89.99880219,increase,"The increase in immigrants has grown quickly, and it shows that the area has a need and want for more workers. If they are legal immigrants, to me it is a good thing, as I support all you want to work as long as they follow the proper channels.",positive,,7,TRUE,increase,expand,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,356379
1/21/21 15:19,1/21/21 15:23,201,1/21/21 15:23,R_5bvk8WjeLfVIGjv,38.98410034,-77.36720276,flood,"The increase in immigration has increased job opportunities as more businesses were opened. Also, more of the low paying labor jobs are being filled by the immigrants.",positive,,7,FALSE,increase,overflow,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,"South Korea, Iraq, Afghanistan",120284
1/21/21 15:42,1/21/21 15:44,152,1/21/21 15:44,R_30oVX9cyoWqlsFp,32.96609497,-117.1202011,invasion,The increase in immigration in the town of Addison would bring a huge change into it's economy. There would be more people putting money into local businesses and more people living in and around the town.,positive,,7,FALSE,increase,attack,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,USA,794089
1/21/21 16:28,1/21/21 16:37,571,1/21/21 16:37,R_2c7VVM3CyO3PZAL,37.72009277,-122.4413986,invasion,"The increase in the labor force and businesses has probably increased the availability of goods and services in Addison. This would likely boost the local economy as more money in spent in Addison. Increased businesses may also boost tourism, which also improves the economy.",positive,boost,8,FALSE,increase,raid,NA,Independent,Female,BornInUS,Parents came to the US as immigrants,,,English,1,5,,,,,,,,,,,,,"United States, China",206844
1/17/21 17:33,1/17/21 17:35,116,1/17/21 17:35,R_1hMTsCDPT7sWY5s,39.0480957,-77.47280121,increase,The local economy expanded due to this. There has been increased activity and jobs as a net result.,positive,expand,10,TRUE,increase,raise,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,US,201940
1/21/21 16:03,1/21/21 16:07,234,1/21/21 16:07,R_1TwK37kCjpk2LER,38.6486969,-90.32969666,increase,The local economy has been able to increase it's workforce at a lower cost. This workforce has probably pushed an increase in production and growth for the businesses in Addison.,positive,,7,TRUE,Increase,Gain,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,Birth,5,,,,,,,,,,,,,Never have lived outside U.S.,262567
1/21/21 16:22,1/21/21 16:25,154,1/21/21 16:25,R_24pCOzQFNfZNLxQ,39.95170593,-76.70639801,boost,"The local economy has been boosted and has more money coming into the town.  However, original local businesses will have more competition with immigrant owned businesses.",positive,boost,6,FALSE,increase,improve,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,America,989219
1/16/21 15:07,1/16/21 15:11,220,1/16/21 15:11,R_3KJH0IuBv6rgNsR,30.2881012,-97.76399994,increase,The local economy has been boosted by immigrant labor. It's a great thing for the city of Addison. It helps the workers and helps increase the cash flow into the local economy. ,positive,boost,9,TRUE,increase,enlargen,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,USA,715471
1/21/21 16:44,1/21/21 16:49,297,1/21/21 16:49,R_31bX6HQVCp7Mqm6,37.75059509,-122.4121017,boost,The local economy has been boosted by the immigrants. The immigrants increased the business of Addison. The immigrants increased the consumption. It helps the economy.,positive,boost,8,FALSE,grow,improve,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,US.,542164
1/21/21 16:30,1/21/21 16:33,166,1/21/21 16:33,R_38ExJ247DVOPryx,32.59379578,-83.64199829,increase,The local economy has benefited because it has brought new businesses to the town. Also it has brought more profit to the businesses already there.,positive,,8,TRUE,increase,rise,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,birth,5,,,,,,,,,,,,,United States,341890
1/21/21 15:22,1/21/21 15:29,374,1/21/21 15:29,R_2drLvPvDIMe1D4p,33.72239685,-84.52050018,boost,"The local economy has experienced explosive growth since the number of immigrants employed and owning businesses has increased from 12,000 to 20,000 in only 4 years. There are a large number of goods sold and services rendered which has caused a good amount of consumers in this growing community.",positive,explosive,9,FALSE,increase,enlarge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,956102
1/21/21 15:18,1/21/21 15:24,342,1/21/21 15:24,R_2aEvAvfAb1hg6US,39.82420349,-75.83339691,flood,"The local economy has greatly expanded in the last three years.  The number of immigrants has tripled in the past three years.  The immigrants have contributed to a gigantic change in the economy of Addison, incorporating themselves and their choices into the economy.",positive,expand,8,FALSE,increase,deluge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,581233
1/21/21 15:23,1/21/21 15:24,105,1/21/21 15:24,R_1mvWKU34of8RErK,42.34320068,-71.83940125,flood,"The local economy has grown because of this change. More businesses are opening, more people are moving here and spending money.",positive,,8,FALSE,increase,surge,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,USA,315533
1/16/21 15:42,1/16/21 15:44,144,1/16/21 15:44,R_1rk92rzuKOSyy4D,41.70880127,-85.97599792,increase,"The local economy has grown due to having more workers and production. There is more people, which is great for the economy. More houses are being bought, consumption of food is higher, etc. ",positive,,8,TRUE,increase,add,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,179353
1/17/21 15:32,1/17/21 15:34,140,1/17/21 15:34,R_RmY32Sz1Tauheoh,39.9315033,-75.33450317,increase,"The local economy has grown with the influx of immigration. More small businesses have opened, increasing employment and money coming into the community. More service workers are available in the economy for farm work, household help, landscaping, and other professions.",positive,influx,8,TRUE,increase,raise,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States of America,769186
1/21/21 16:28,1/21/21 16:30,140,1/21/21 16:30,R_2AFqSOcMltt4MyR,40.78439331,-89.43090057,boost,The local economy has improved due to the influx of immigrant workers.,positive,influx,9,FALSE,increase,recharger,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,United States,324702
