ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,language#1_1_1,Q36,textblob_polarity,negative,neutral,positive,roberta_sentiment,positive_z,likert_z,paraphrase_negative,paraphrase_neutral,paraphrase_positive,paraphrase_sentiment,paraphrase_similarity,paraphrase_similarity_groups
R_1F5rQ1RO2mT1uuO,43.70129395,-116.4967041,boost,"I believe this has made a huge impact on the economy. They have created and increased jobs and production. This always helps to increase the economy, and make it better!",positive,,10,False,increase,The definition of boost is to help or encourage something to increase or improve.,There has been an increase of help and encouragement of labor in the town of Addison.,Independent,Female,BornInUS,English,United States,0.5125000000000001,0.0012843899,0.018987317,0.9797283,positive,0.98121864,1.034076477368498,0.0019956443,0.2134688,0.7845355,positive,0.6243826,low
R_ugN00txJpS9jcyd,26.45500183,-80.10759735,flood,I believe this is overall a positive. Considering how many jobs are being filled this should serve a positive to the business in the area of Addison.,positive,,9,False,influx,A continuous flow,In the last few years immigrant labor has been on a sharp incline in the city of Addison.,Independent,Male,BornInUS,English,United States,0.27090909090909093,0.0015306444,0.037417643,0.9610517,positive,0.92770153,0.6163401349412423,0.018523848,0.7027024,0.27877375,neutral,0.6746093,low
R_2ym9ihm5jcDKRNw,39.90859985,-86.1210022,invasion,I feel like many of the jobs are going to immigrants because others dont want to do the manual labor jobs. The economy is doing better there than most places.,positive,,8,False,large,large number of people,"In the last three years, there has been a large amount of immigrant labor in the town of Addison.of",Democrat,Female,BornInUS,English,USA,0.5,0.113815404,0.40719154,0.47899303,positive,-0.45362073,0.19860379251398658,0.08657666,0.8515703,0.06185305,neutral,0.853202,high
R_Ojx6ECiZLGIno09,36.05900574,-81.93029785,invasion,I feel like there are more immigrants and they are helping and being productive in the community of Addison,positive,,9,False,increase,Intrusion into someones land or community.,"There has been a large amount of immigrant labor coming in to there town, ",Republican,Female,BornInUS,English,usa,0.5,0.0031775897,0.116129,0.8806934,positive,0.6974375,0.6163401349412423,0.062493373,0.83432424,0.10318237,neutral,0.63365424,low
R_cveOJbTxwobA957,36.27090454,-115.2799988,flood,"I feel that this has improved the economy, all those businesses have probably provided employment opportunities for people. The more employment opportunities there are, the more money that goes back into the economy.",positive,,9,False,influx,An larger amount than normal,In the past three years there have been a lot more immigrants working in the town of Addison.,Republican,Female,BornInUS,English,United States,0.3333333333333333,0.0071838032,0.13435073,0.8584655,positive,0.63374436,0.6163401349412423,0.067280546,0.80359,0.12912941,neutral,0.8845798,high
R_3p2RqRoYbttfgjU,41.47810364,-81.57460022,boost,"I imagine that it has helped the local economy.  Many farms were able to hire the number of workers that they needed, many new local restaurants were opened – some of which may have prompted others from out of town to visit.",positive,,10,False,abundance,increase,"Over the course of the past three years, Addison has seen a large increase in immigrant labor.",Democrat,Male,BornInUS,English,"USA, Germany",0.2727272727272727,0.0019878321,0.082279414,0.91573274,positive,0.7978416,1.034076477368498,0.0133358715,0.6879494,0.29871473,neutral,0.7706946,low
R_QlXruWNniYz5Q4x,42.29310608,-83.25479889,flood,"I imagine that the local economy has benefited enormously from the influx of immigrants in the town of Addison. These immigrants have opened restaurants, shops, started businesses and helped with agriculture.",positive,,8,False,increase,Increase or a great amount.,"Over the last three years, there has been an influx of immigrant labor in the town of Addison.",Republican,Female,BornInUS,English,United States only ,0.0,0.0021512273,0.06312093,0.9347278,positive,0.85227126,0.19860379251398658,0.08939202,0.8616206,0.048987426,neutral,0.87722814,high
R_BWlRgBSaWBZ2q1H,30.10119629,-92.01119995,boost,"I imagine the local economy has been boosted with the economic activity of people starting their own businesses and branching out. It has led to more prosperity for everyone in the economy, people having more income to buy more things.",positive,boost,8,False,surge,an increase in the amount of something,The last three years have seen an increase in immigrant labor in Addison.,Democrat,Male,BornInUS,English,United States,0.32857142857142857,0.0019658399,0.07090465,0.92712945,positive,0.8304985,0.19860379251398658,0.014148105,0.8404548,0.14539707,neutral,0.80325305,medium
R_3CZxku61TLMC8zq,35.2315979,-80.84279633,boost,"I predict a boost in the employment rates,  and it is safe to assume such a locality will be getting rich in lot of enterprises and future prospects",positive,boost,10,False,increase,increase,"for the past three years, there has been an increase of immigrants in the town of Addison",Democrat,Male,BornInUS,English,USA,0.21875,0.005699403,0.14419213,0.8501085,positive,0.60979766,1.034076477368498,0.16786656,0.78248113,0.04965224,neutral,0.8341652,medium
R_28LENm53Tay3yoO,28.0164032,-81.95539856,invasion,I think it can only be a boost to the economy. People are getting services that they need for cheaper and more accessibly.,positive,boost,7,False,increase,Invasion has a negative connotation to it and means an unwelcomed intrusion usually.,"In the last three years, immigrant labor has boomed in the town of Addison.",Democrat,Male,BornInUS,English,Only USA,0.2916666666666667,0.0071119955,0.1151978,0.87769014,positive,0.68883187,-0.21913254991326914,0.0056609833,0.2702053,0.7241337,positive,0.8418469,high
R_3O03JaLJbyiTYfZ,33.8881073,-78.42870331,boost,"I think it could only help  since these immigrants are either doing work that others may not want to do or they are creating work for others to do by employing them, so I think this immigrant boost is very helpful for their local economy",positive,,10,False,influx,something is increasing,There has been an influx of immigrant labor in the past few years in a town called Addison,Republican,Male,BornInUS,English,USA,0.06666666666666667,0.0106284795,0.128463,0.8609085,positive,0.6407447,1.034076477368498,0.1081823,0.8411213,0.05069636,neutral,0.8765469,high
R_3Ditl5xRAqVF1UY,36.30310059,-88.31259918,boost,"I think it has actually boosted the local economy. More workers, more productivity. Immigrants or not, expansion in the workforce is expansion and I think overall it would boost the local economy and help it thrive. ",positive,boost,10,False,increase,Increase,There has been an increase in immigrant labor for the last three years in the town of Addison.,Democrat,Male,BornInUS,English,Only USA.,0.16666666666666666,0.0035970863,0.10846681,0.8879361,positive,0.7181914,1.034076477368498,0.034021813,0.86850244,0.097475715,neutral,0.8464731,high
R_rlsUrpvY5E24EDv,47.72290039,-122.1960983,boost,"I think it has boosted the local economy. Workers are needed at every level, and immigrants are frequently willing to take jobs that other Americans are not.",positive,boost,9,False,uptick,Increase,There's been an increase in immigrant work in the city of Addison in the past 3 years.,Democrat,Male,BornInUS,English,USA,0.041666666666666664,0.01946073,0.3841059,0.59643334,positive,-0.11709963,0.6163401349412423,0.0049497387,0.5384987,0.45655158,neutral,0.82485044,medium
R_24nRKziSwwK8xXj,34.9954071,-81.83370209,flood,"I think it has had a positive effect on the economy. It has led to an increase in local businesses, which will help the local community.",positive,,8,False,increase,a large amount of something at one time,"In the last three years, immigrant labor has invaded the town of Addison.",Democrat,Female,BornInUS,English,US,0.07575757575757576,0.001065861,0.040009562,0.9589246,positive,0.92160636,0.19860379251398658,0.60010356,0.3802568,0.01963967,negative,0.76615053,low
R_28SD8B8PJJ5fovj,32.83099365,-96.76920319,invasion,"I think it has likely had a positive effect on the local economy. Immigrants are filling important manual jobs. There are also more people to patron local businesses, but immigrants are also starting businesses and creating jobs.",positive,fill (container),9,False,increase,Significant influx,"In the last three years, there has been a significant increase of immigrants in the town of Addison.",Independent,Female,BornInUS,English,USA,0.16103896103896106,0.002644243,0.10235479,0.895001,positive,0.7384355,0.6163401349412423,0.07953648,0.82876444,0.09169912,neutral,0.8009492,low
R_3CNkFG1mcq7FoEK,34.72210693,-76.75430298,flood,I think it has probably brought in more money because they are developing more and businesses are opening. The immigrants are doing hard work for a cheap price so it is probably helping locally but maybe not nationally,positive,,8,False,increase,Large increase,There has been a huge increase in the amount of immigrant labor in the town of Addison in the last three years,Republican,Male,BornInUS,English,USA,0.22166666666666668,0.00889861,0.2334641,0.7576373,positive,0.34482473,0.19860379251398658,0.034104478,0.690731,0.27516457,neutral,0.85836923,high
R_Q3p3EKhvNqT1wxb,47.72290039,-122.1960983,invasion,I think it is a good thing. Everyone needs to work and it will help by adding to the local economy so long as they are paying taxes.,positive,,8,False,influx,A large incoming of,There has been an influx of immigrant labor in Addison in the last 3 years.,Democrat,Male,BornInUS,English,USA,0.21666666666666665,0.005029903,0.07532496,0.9196451,positive,0.8090523,0.19860379251398658,0.11106633,0.8331067,0.05582702,neutral,0.86647785,high
R_1P1nv3irIe4qLqE,32.97279358,-117.0379028,invasion,"I think it stimulated the local economy when the immigrants opened up businesses. Some of the immigrants may have taken jobs from other residents, but by the immigrants opening business, that created more jobs. ",positive,stimulate,8,False,increase,an unwelcomed intrusion ,"In the last three years, there has been an unwelcomed intrusion of immigrant labor in the town of Addison. ",Independent,Female,BornInUS,English,USA,0.125,0.0102442745,0.32115778,0.66859794,positive,0.08968549,0.19860379251398658,0.638152,0.3343924,0.02745564,negative,0.7568805,low
R_1JDVGfbelH4gtux,37.75100708,-97.8219986,flood,"I think since the town has grown with many immigrants, there were more job openings and funding available for immigrants to be able to start their businesses.",positive,,10,False,boost,Flood means a whole lot,There have been a number of immigrants in the past few years in the town of Addison.,Democrat,Female,BornInUS,English,United States,0.475,0.005978183,0.2882557,0.70576614,positive,0.19618969,1.034076477368498,0.19850303,0.766598,0.034898996,neutral,0.8646318,high
R_2Uc3dxVQU2VjGy6,42.82350159,-84.23300171,flood,I think that it has been good for the local economy. It has brought in more businesses and jobs. ,positive,,10,False,increase,growth,"In the last three years, there has been an increase of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,USA,0.39999999999999997,0.0020839882,0.03655957,0.96135646,positive,0.9285748,1.034076477368498,0.029885383,0.8806639,0.08945072,neutral,0.83800805,medium
R_xuw9MGNR9q6rf8Z,45.65739441,-68.71019745,increase,I think that it has had a positive gain vs negative gain. It has made the place for cultured then it would have been and brought hard  workers.,positive,,7,False,flood,to have more of ,"In the past three years, immigrant labor has rapidly grew in the town of Addison.",Democrat,Female,BornInUS,English,usa,-0.12146464646464646,0.010075712,0.2078411,0.7820832,positive,0.41487357,-0.21913254991326914,0.0026776195,0.27906874,0.7182537,positive,0.8430457,high
R_2OSE3FucJgxBhFv,41.47819519,-87.6832962,boost,I think that it would make a positive change in the local economy.  They are adding a flavour that a lot of us can appreciate.  Diversement is what build this Country.,positive,,8,False,increase,"A surge, like all at once almost.  An increase, like a boost in energy.","As of the last three years, immigrant labor has greatly increased in the town of Addison.",Democrat,Female,BornInUS,English,United States,0.11363636363636363,0.002352013,0.04311935,0.9545287,positive,0.90901005,0.19860379251398658,0.011820914,0.6365825,0.3515966,neutral,0.84460557,high
R_wZOK61zGzilDY3L,40.3052063,-79.54180145,boost,"I think that the businesses opening probably helped expand the economy. Also, the new businesses helped add more jobs to the town.",positive,expand,8,False,increase,Increase ,There has been an increase of immigrant labor in the town of Addison over the past three years.,Democrat,Male,BornInUS,English,United States,0.3181818181818182,0.0019485517,0.0963333,0.90171814,positive,0.7576833,0.19860379251398658,0.04109042,0.87294376,0.085965835,neutral,0.8609815,high
R_25HMASeNpSV3NaI,32.92599487,-96.96659851,flood,I think that the economy has increased since more people are buying more. The agricultural work also increased production of food goods.,positive,,7,False,increase,increase,"Over the last few years, there has been a big increase of immigrant workers in Addison.",Independent,Female,BornInUS,English,United States,0.5,0.0025145824,0.1280905,0.8693949,positive,0.6650622,-0.21913254991326914,0.027479796,0.74206406,0.23045614,neutral,0.85782826,high
R_2ya8CBY80QASfkQ,42.52000427,-78.68470001,boost,I think that the local economy must have grown otherwise there would not have been a significant increase in the amount of immigrants living in Addison. It would take growth to be able to support the influx of new people to the population.,positive,,9,False,increase,increase,The amount of immigrant labor has grown over the past three years in the town of Addison.,Republican,Female,BornInUS,English,USA,0.25284090909090906,0.19591734,0.6457447,0.15833803,neutral,-1.3724464,0.6163401349412423,0.018090539,0.7685495,0.21335992,neutral,0.84262717,high
R_1OMOFuQQYrY3qv5,40.52009583,-75.77680206,flood,"I think that the more people that go there, the economy grows. The more people that live there, the more economic growth.",positive,,9,False,increase,A lot of them at one time.,"In the last three years, labor has greatly increased with immigrates.",Independent,Female,BornInUS,English,United Stjates,0.36727272727272725,0.0063838903,0.18166299,0.8119532,positive,0.500465,0.6163401349412423,0.05245024,0.6859308,0.2616189,neutral,0.4742876,low
R_XHax3ZTC9q8gLYJ,42.29370117,-89.63539886,boost,I think the addition of local immigrants improves the local economy. These immigrants also improve and expand the local culture.,positive,,8,False,increase,increase,There has been an increase in the number of immigrants in Addison in the last few years.,Democrat,Male,BornInUS,English,US,0.0,0.0016748391,0.07446964,0.9238555,positive,0.82111704,0.19860379251398658,0.069570445,0.8484143,0.082015365,neutral,0.85141575,high
R_sFn6Ap7DmCsuQeJ,40.03050232,-74.95279694,boost,I think the change has been beneficial to the community.  The immigrants are filling vital roles and expanding the area's economy.  They are making it a better place by their hard work.,positive,fill (container),8,False,increase,increase,The town of Addison has experienced an influx of immigrant workers in the last three years.,Democrat,Male,BornInUS,English,USA,0.10277777777777776,0.0016899487,0.033255007,0.96505505,positive,0.939173,0.19860379251398658,0.098232195,0.8476184,0.05414939,neutral,0.86649716,high
R_2CeLuoIILR2u9jF,41.5664978,-70.98429871,boost,I think the change has made the economy of the town more active and more vibrant. The varied services and businesses are diverse and healthy.,positive,,9,False,increase,to amplify,"In the last three years, immigrant labor has risen significantly in Addison.",Independent,Male,BornInUS,English,USA,0.3066666666666667,0.001168475,0.051098872,0.9477326,positive,0.8895362,0.6163401349412423,0.036457732,0.7364961,0.22704622,neutral,0.82750297,medium
R_2znKyRfthmgNCwJ,41.64349365,-91.5684967,boost,I think the change in the local economy could be positive.  More workers usually means increased production and supply.  This could lead to increased demand as well.,positive,,7,False,increase,increase,"Over the last three years, the immigrant labor has increased in the town of Addison",Democrat,Male,BornInUS,English,United States,0.11931818181818182,0.00430897,0.13238014,0.8633109,positive,0.6476286,-0.21913254991326914,0.045782153,0.8800711,0.07414672,neutral,0.86383927,high
R_2r7YHBdk0omFCUN,38.34669495,-121.9519043,invasion,I think the economy has been helped. Obviously these immigrants need various items and would most likely buy those items where they work and live. By opening businesses they are also adding to the ecconomy.,positive,,8,False,influx,overrunning,In the past three years an influx of immigrant labor has descended into the town of Addison,Democrat,Female,BornInUS,English,USA,0.12727272727272726,0.019132081,0.34831357,0.63255435,positive,-0.013596138,0.19860379251398658,0.15073214,0.8085953,0.04067257,neutral,0.8506279,high
R_3Mm4a47g1XyofpN,44.97520447,-93.26119995,boost,"I think the economy has been positively affected from the large influx of immigrant families.  While many immigrant families tend to be lower income, they usually work hard to build up the communities they move into and start new business which moves the local economy in a posititve direction.",positive,influx,8,False,increase,an increase in number,"In the last 3 years, there has been an increase in demand for immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,United States,0.07660791589363017,0.007494458,0.20752966,0.7849759,positive,0.42316243,0.19860379251398658,0.011509105,0.75401103,0.23447992,neutral,0.81660986,medium
R_1OxJ88rf5yazffv,41.6867981,-72.72480011,flood,"I think the economy in Addison has benefitted from the rise in immigration labor and businesses. Having the population rise from 12,000 to 40,000 in a few years has to have a positive impact for that town.",positive,,10,False,increase,increase in population,Immigration labor has grown exponentially in the town of Addison during the past three years.,Democrat,Male,BornInUS,English,United States,0.013636363636363627,0.0025231799,0.09066617,0.90681064,positive,0.7722757,1.034076477368498,0.01172065,0.3137176,0.6745618,positive,0.79716694,low
R_32S01IWzuUf4rmH,29.03819275,-95.44159698,flood,"I think the effect has been good on the local economy, as small businesses now have many more potential customers, and the tax base will increase through increased production. ",positive,,8,False,increase,a rapid increase,"In the last three years, immigrant labor has rapidly increased in the the town of Addison",Republican,Male,BornInUS,English,USA,0.09285714285714285,0.0021535906,0.04482065,0.95302576,positive,0.90470344,0.19860379251398658,0.022638187,0.76967156,0.20769031,neutral,0.8599322,high
R_1JEHLB5jT8gLYj6,33.49479675,-117.0953979,boost,"I think the effect has been good- more workers mean more employment and growth of the local economy. It seems to be a healthy and stable growth as well, going from 12,000 workers in 2012 to 40,000 in 2020.",positive,,6,False,influx,"increasing, improving, or growing",A boost of immigrant labor has occurred in the last three years in the town of Addison.,Republican,Female,BornInUS,English,United States,0.3145833333333333,0.0015126214,0.029815288,0.96867204,positive,0.94953734,-0.6368688923405249,0.009157292,0.8016543,0.18918842,neutral,0.8383367,medium
R_2dzi8BQ1LCWxmVa,37.75100708,-97.8219986,flood,"I think the effect is positive. The economy of the area has improved. Availability of labor and new businesses,",positive,,8,False,increase,"Basically, flood means a lot of water. This can be translated as a lot of something.",In the past three years there has been an increasing number of immigrant labor in the town of Addison.,Democrat,Male,BornInUS,English,US,0.18181818181818182,0.0014468591,0.041294977,0.9572581,positive,0.91683114,0.19860379251398658,0.04365533,0.8853031,0.07104162,neutral,0.863853,high
R_2VwjRo2LIVOGbgk,47.46260071,-122.2089005,flood,I think the effect of the change has been very positive. The local economy is obviously thriving for the immigrants to be able to find so many jobs and start businesses. ,positive,,10,False,influx,"A large, rapid increase ",Immigrant labor has greatly increased in the town of Addison over the last three years.,Independent,Female,BornInUS,English,"United States, Germany ",0.2590909090909091,0.0018510661,0.03039567,0.96775323,positive,0.94690454,1.034076477368498,0.112288326,0.710151,0.17756066,neutral,0.8191436,medium
R_0rAcn7Ga6Shtzcl,40.55819702,-111.9222031,invasion,"I think the immigrants are improving the community and economy by opening new businesses. The jobs the immigrants are working, most Americans didn’t want to work.",positive,,9,False,increase,Invasion means to invade a place you are unwanted ,"In the last three years, there has been an increase of immigrant labor in the town of Addison.",Democrat,Female,BornInUS,English,United States ,0.3181818181818182,0.056282647,0.37167558,0.57204175,positive,-0.18699288,0.6163401349412423,0.029885383,0.8806639,0.08945072,neutral,0.8352204,medium
R_3CQ2Ila8PZb8ATw,43.73399353,-70.26249695,invasion,I think the increase in immigrants in the town have greatly helped the local economy. There are more people working in the town and in turn are pumping more money right back into the local shops which would have less revenue otherwise.,positive,,9,False,boon,invasion means that they are taking over the labor force in the town,"In the last three years, immigrant labor has overtaken the local workforce in the town of Addison.",Independent,Male,BornInUS,English,USA,0.2398809523809524,0.009578703,0.1880333,0.802388,positive,0.4730563,0.6163401349412423,0.23625785,0.71219426,0.0515479,neutral,0.81533515,medium
R_3L6h9YmsjzBwNAZ,38.10429382,-122.2442017,boost,I think the local economy has grown with more people there now spending money. It is a positive growth on the economy.,positive,,10,False,increase,growth,In the last three years the town of Addison has seen a growth of immigrant labor.,Republican,Male,BornInUS,English,United States,0.24242424242424243,0.001523022,0.04749281,0.95098424,positive,0.89885354,1.034076477368498,0.0071066297,0.71315026,0.27974308,neutral,0.8281851,medium
R_2dmseYj5TLbHabV,42.35749817,-77.30280304,boost,"I think the local economy has had a huge boost.  Having more laborers to create income is wonderful. Also, creating new business is a very positive for the local economy.",positive,boost,9,False,increase,increase,"There has been an increase of immigrant labor, in the town of Addison, over the past three years.",Republican,Female,BornInUS,English,USA,0.33311688311688314,0.0012228716,0.012549713,0.98622745,positive,0.99984175,0.6163401349412423,0.022221895,0.8676241,0.11015402,neutral,0.8525979,high
R_1rqwKtWt5qitz8k,38.42720032,-121.4420013,flood,"I think the local economy is probably doing well and has increased. Not only has the number of people in the area gone up, but with the boom in agriculture then there are even more jobs being made within grocery stores and local farmers markets. It's probably been a positive change in the past years.",positive,,8,False,increase,a lot at once,There has been large amounts of immigrant workers moving to the town of Addison in the past three years.,Democrat,Female,BornInUS,English,usa,0.07954545454545454,0.0016193151,0.035035353,0.96334535,positive,0.9342739,0.19860379251398658,0.042243324,0.86442655,0.093330115,neutral,0.8481621,high
R_3F3WyFI6UoKqzsC,40.54679871,-74.18039703,flood,I think the local economy will do better. There will be more people spending dollars.,positive,,8,False,increase,A large amount,"The town of Addison, over the last three years has had a large influx of immigrant labor.",Democrat,Male,BornInUS,English,United States,0.3333333333333333,0.021491261,0.20251672,0.77599204,positive,0.3974195,0.19860379251398658,0.05209704,0.86407465,0.08382835,neutral,0.8641228,high
R_DGe2EH5EGlItZ7j,42.45669556,-71.37470245,boost,"I think this has been good. I hardly doubt there were 28,000 people in that small town that were willing to do farm labor. The work they are doing is needed and their presence will improve the economy.",positive,,10,False,increase,beneficial increase,"In the last three years, there has been an increase in immigrant farm labor in Addison.",Democrat,Female,BornInUS,English,United States,0.10208333333333332,0.00920046,0.089962184,0.9008373,positive,0.75515926,1.034076477368498,0.19920176,0.7537279,0.04707036,neutral,0.8627362,high
R_3KJGzPsumbW80sF,38.03210449,-78.48899841,boost,I think this has filled a lot of essential jobs for the local economy. It has also revitalized the economy and brought in new businesses and restaurant for a changing population.,positive,"fill (container), revitalize",8,False,influx,An increase,"These past three years, more immigrant labor has arrived in the town of Addison",Democrat,Female,BornInUS,English,United States,0.1340909090909091,0.0020563812,0.075676225,0.92226744,positive,0.8165666,0.19860379251398658,0.01738357,0.82157415,0.16104236,neutral,0.82580596,medium
R_1kMw54klVX1ZJo2,35.91850281,-80.53869629,invasion,I think this has likely helped boost the local economy with more workers as supporting staff at local businesses and farms as well as those running their own businesses. I think it is good for the local economy. ,positive,boost,9,False,influx,A large number/group of people entering an area.,There has been a massive influx of immigrant labor in the town of Addison in the last three years.,Democrat,Female,BornInUS,English,USA.,0.25625,0.0013929979,0.0331689,0.9654381,positive,0.94027066,0.6163401349412423,0.18227838,0.7152865,0.102435105,neutral,0.8708848,high
R_2OUYuQJ80DsdHSV,44.26820374,-88.42649841,flood,I think this increase in immigration has benefited the community of Addison. The local economy has received more tax revenue from the increase in businesses and the hard blue collar jobs that are difficult to fill (such as farming)are being filled.,positive,,10,False,increase,A large increase or surge.,There has been a large increase of immigration labor in the last three years.,Democrat,Male,BornInUS,English,USA,0.015476190476190477,0.006224046,0.1621268,0.8316491,positive,0.55690295,1.034076477368498,0.045603156,0.74726075,0.20713612,neutral,0.49792296,low
R_3Op3NkbndQ3iT6M,32.95219421,-96.66539764,boost,I think this will have a positive effect on the economy in Addison. All of the extra workers generating additional needs and additional industry will be great. The fact that they are able to open up businesses and prosper is a fantastic sign. ,positive,,10,False,increase,push or increase,"Over the last three years, the immigrant labor in Addison has seen an increase. ",Democrat,Male,BornInUS,English,Only the USA. ,0.3212121212121212,0.0013060659,0.014885594,0.98380834,positive,0.99290985,1.034076477368498,0.039711695,0.77995914,0.18032913,neutral,0.7990993,low
R_3M5zy8BCRO5Sgh7,39.49719238,-119.7763977,flood,I would assume the increase in immigrants has been a boon to the local economy. Many difficult and low paid jobs now have a good labor pool. Additionally the new businesses generate taxes for the town.,positive,boon,8,False,increase,large increase,"In the last three years, there has been a significant increase in immigrant labor in the Town of Addison.",Democrat,Male,BornInUS,English,"United States, Thailand, Philippines",0.13939393939393938,0.020430785,0.24036312,0.7392061,positive,0.29201064,0.19860379251398658,0.012674229,0.7721932,0.21513252,neutral,0.82130045,medium
R_VRtwRWtCb3zb1df,33.88200378,-80.40399933,boost,"I would assume this would be a boost for the economy, because of the growing amount of work that is being done. But since it is immigrant workers, I would say locals could be having a harder time to find jobs since they are being taken up. I could see both sides, so I am not sure how to answer this question. My best guess is that the economy is benefiting.",positive,boost,8,False,increase,Increased significantly,"In the town of Addison, the amount of immigrant labor has increased signifcantly in the last 3 years.",Republican,Female,BornInUS,English,United States ,0.21666666666666667,0.2696633,0.5383787,0.19195805,neutral,-1.2761093,0.19860379251398658,0.06757728,0.79854363,0.13387905,neutral,0.8085361,medium
R_1H1SATi0okoIFcs,42.81930542,-83.28450012,invasion,"I would guess that the local economy has grown with the influx of new businesses and services provided, but I'm not an economist so I couldn't say for sure.",positive,influx,9,False,influx,People going somewhere where they're not wanted?,"In the last three years, there has been an uptick of immigrant labor in the town of Addison.""",Republican,Female,BornInUS,English,US,0.21212121212121213,0.07879391,0.73279804,0.18840802,neutral,-1.286282,0.6163401349412423,0.066744,0.8648757,0.0683803,neutral,0.7625009,low
R_3sB6nW6Iz3XzHdi,40.74240112,-74.03250122,flood,"I would have to think that this could only have helped the local economy.  All that extra work must've helped a lot of businesses, and the workers themselves are probably putting money back into the economy as well",positive,,9,False,increase,large increase,"In the last three years, there has been an increase of immigrant labor in the town of Addison",Democrat,Male,BornInUS,English,"USA, Canada",0.0,0.04272507,0.40797862,0.5492963,positive,-0.25216913,0.6163401349412423,0.034323722,0.8880527,0.07762366,neutral,0.84999466,high
R_BtVB31BMZciuSf7,41.97039795,-87.70359802,flood,"I would imagine it has been nothing short of beneficial. Many of the immigrants have opened up businesses, and have worked. They lift the economy, I would assume, instead of bringing it down.",positive,,10,False,increase,increase,"In the last three years, the amount of immigrant labor has increased in the town of Addison.",Independent,Male,BornInUS,English,UNITED STATES,0.11481481481481481,0.020000838,0.3133591,0.66664004,positive,0.08407522,1.034076477368498,0.061057948,0.8482548,0.09068723,neutral,0.84371,high
R_2494BzOzaQAeuEP,36.01300049,-84.26239777,flood,I would imagine the local economy would be stronger with more people working and buying things. Plus more people renting and buying houses.,positive,,7,False,influx,a large amount flowing in,THere has been a large influx of immigrant workers into Addison in the last three years.,Independent,Female,BornInUS,English,USA,0.3333333333333333,0.007180881,0.18222053,0.81059855,positive,0.49658328,-0.21913254991326914,0.097455606,0.8382062,0.064338215,neutral,0.88990283,high
R_3HS3vGqnkNvudYI,29.49630737,-98.40039825,boost,I would say it's been beneficial. More workers means more money in flow. More people means more spending. And new businesses are always good for the local economy. ,positive,,9,False,increase,increase,"In the last three years, an increase of immigrant labor has happened in Addison. ",Democrat,Female,BornInUS,English,USA,0.40519480519480516,0.0030976664,0.060350396,0.936552,positive,0.85749847,0.6163401349412423,0.11238646,0.77443767,0.11317588,neutral,0.8263835,medium
R_2DS8HM8sK8G8KzS,39.79649353,-94.84429932,invasion,"I would say that this immigration has done much to change the fabric of the community of Addison. By increasing the immigrant population by 250% over 4 years, the dynamic of the city is changing rapidly. This will lead to more diversified businesses and services and a larger tax base driving growth in education and social services. I think that this is going to result in changes to the town of Addison that will be different from anything that's been seen in the past, but good for the overall direction of the town.",positive,,10,False,increase,An invasion is an often unwanted entry of a group into an area.,"In the last three years, the number of immigrant laborers in the town of Addison has vastly increased.",Democrat,Male,BornInUS,English,USA,0.038333333333333316,0.002864148,0.085394554,0.9117413,positive,0.7864043,1.034076477368498,0.11447525,0.77033603,0.1151888,neutral,0.842572,high
R_1g0mLHD0OsZxV5r,33.0809021,-96.72409821,flood,"i would say this change has made some positive impact of the local economy. This change provides a lot of service for different people. Also, it should reduce the cost of living in that area. ",positive,,8,False,"100,000",a lot of rushing into the labor market,"In the last three years, there has been a lot of immigrant labor rush into the town of Addison.",Republican,Male,BornInUS,English,United States,0.07575757575757576,0.004432181,0.070287764,0.92528003,positive,0.82519907,0.19860379251398658,0.059275653,0.84839857,0.09232578,neutral,0.83028877,medium
R_3IgrWO3z3axZJU5,41.51370239,-94.64440155,invasion,"I would think Addison would grow - houses and businesses. As a result, more taxes are being brought into the community. Also, the school is getting bigger.",positive,,7,False,increase,breaking boundaries to get in somewhere.,The rate of immigrants coming into Addison has been increasing over the last three years.,Republican,Female,BornInUS,English,United States,0.25,0.023036728,0.35939452,0.61756873,positive,-0.05653691,-0.21913254991326914,0.21556282,0.7353477,0.049089517,neutral,0.7586941,low
R_1KxK7CvCbVvZ3nX,36.73139954,-88.65010071,flood,I would think it has boosted the economy. It has provided many more laborers for important things that may not have been done before. Also it's brought it so much money from each of those people spending money to survive in the town.,positive,boost,9,False,increase,a large influx quickly,The amount of immigrant labor in Addison has climbed quickly over the past three years.,Democrat,Male,BornInUS,English,United States,0.39999999999999997,0.025005272,0.29734954,0.6776452,positive,0.11561013,0.6163401349412423,0.029988943,0.7363141,0.23369695,neutral,0.73510695,low
R_2uVeBAJCCbgqsLS,37.94749451,-91.76360321,boost,I would think that the effect on the local economy has been good. Lower labor costs from immigrant labor plus growing small business has to be a boon to the local economy.,positive,,9,False,increase,"an increase, more",The town of Addison has seen an increase of immigrant labor in the last three years.,Independent,Female,BornInUS,English,USA ,0.11249999999999999,0.005044257,0.10995142,0.8850043,positive,0.7097903,0.6163401349412423,0.021376848,0.8652701,0.11335313,neutral,0.8281723,medium
